username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Ted Healy,17790638,"Portland, OR.",2023-01-10 03:34:48,@Elliott_Grogan We lucked out big time when visiting Seattle on a crystal clear day.  The sky was just an impossible blue! Thank you.,0,Twitter for iPad,
TheHoffPDX 🇺🇦,120645498,PDX,2023-01-10 02:02:09,"@FadedPlagueArt @briancagegmsi @AEW That Seattle crowd was hot for their boy Schaff, too.",0,Twitter for iPhone,
The Columbian,15079397,"Vancouver, Washington",2023-01-10 01:44:02,"SEATTLE — Seattle’s housing market finished 2022 with a chill, as fewer people bought homes and prices stalled in o… https://t.co/ewg2Dt4VMV",0,SocialNewsDesk,
Reid 🔥🐕 & Snooze 💤🐕,1086258787210604545,"Portland, OR",2023-01-10 01:36:20,My drive home was wild. Seattle downtown looking like a rapture was about to sweep thru. Torrential downpour type r… https://t.co/K9fk3j8nHD,0,Twitter for iPhone,
GOT7s Manager,1328572786139344896,"Portland, OR",2023-01-10 01:22:11,If NCT comes to seattle or cracktownportland 🤩,0,Twitter for iPhone,
Rational in Portland,1420648107801407494,"Portland, OR",2023-01-10 01:21:52,@choeshow @EmperorRiddick @choeshow isn’t even a conservative.  He’s a moderate who has probably voted for more Ds… https://t.co/Bp146CLrEa,0,Twitter for iPhone,
Lake Oswego Review,91140226,"Lake Oswego, OR",2023-01-10 01:14:17,Eleven firefighters from @LakeOswegoFire will climb the Columbia Center in Seattle during a fundraiser this spring: https://t.co/CRto0QALYW,0,SocialNewsDesk,
Kent Lewis 🔥,7765022,"Portland, Oregon",2023-01-10 01:10:11,"Digital #Fentanyl - Why the city of Seattle filing a lawsuit charging #BigTech platform #algorithms
https://t.co/3E7cDBikZE",2,Hootsuite Inc.,
Jeffrey,34539221,Portland Oregon,2023-01-10 01:06:51,"Seattle School Sueing Social Media??
You know if kids cant handle social media then why are the stupid parents lett… https://t.co/6sWcOvnRqE",0,Twitter Web App,
TheHoffPDX 🇺🇦,120645498,PDX,2023-01-10 00:08:23,Holy shit! That Seattle pop for Schaff! #AEWDarkElevation,0,Twitter for iPhone,
Bus Driver Dan,1295571,"Portland, OR",2023-01-09 23:46:12,In 1985 with my first credit card I had a dozen roses sent to my mom in Portland from Seattle. It meant so much to… https://t.co/lXZyCX9wVb,56,Twitter for iPhone,
Chad Balcom,949080302,"Portland, Oregon",2023-01-09 23:08:21,"@leecoates31 Saskatoon originally held Brad Lambert's #WHL rights, from the import draft.

He never came to the WHL… https://t.co/kFS5Ti3GYT",0,Twitter Web App,
Ripley LaCross,16446928,"Portland, OR",2023-01-09 23:08:11,"I left my 8 year old, covered in LAYERS of stickers, full of legacy and adventure, Nalgene water bottle in Seattle… https://t.co/ANqy5IgZCA",0,Twitter for Android,
Jeremy Kawika,52266366,"Vancouver, Washington",2023-01-09 23:01:08,@MLS_Buzz Paolo and Vargas will be full-go by February. That would've made quite the difference for Seattle last fall imo.,0,Twitter for Android,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-09 22:44:30,@jasrifootball Off to Seattle,0,Twitter for iPhone,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-09 22:40:14,@_what__thefukk @nflrums He will be good in Seattle Who cares if he gets injured,0,Twitter for iPhone,
The Skanner,31260535,"Portland, OR",2023-01-09 22:24:22,"📇 Today's News Roundup - Brown Reflects, Jefferson HS Safety, Seattle Schools Sue, and more https://t.co/VYlUG6ud7l",0,Mailchimp,
Mike,1554110328,PDX,2023-01-09 22:20:12,@AaronJFentress Yeah everyone got that one wrong... I liked the deal for Seattle when I thought they would be getti… https://t.co/hfalZ4tbRX,0,Twitter Web App,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-09 22:19:53,@nflrums Off to Seattle,0,Twitter for iPhone,
Nova wishes for Peace,1445695012667199493,"Vancouver, WA",2023-01-09 21:57:28,"@Hyper_lexic @EffInvicta 1999 protest world trade organization in Seattle. 

The Buchanan and the Chomsky",0,Twitter for iPhone,
RC,261026787,"Portland, OR",2023-01-09 21:49:40,I wonder if Seattle will make a call to the league office to report some “violations” on the Winterhawks.Never mind… https://t.co/U8jP3yV4gD,1,Twitter for iPhone,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-09 21:42:24,@jasrifootball Came too Seattle,0,Twitter for iPhone,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-09 21:36:06,@Seahawks Yes go Seattle,0,Twitter for iPhone,
Kurt Pohs,606976736,Portland,2023-01-09 21:32:55,@dathockeydoe Yeah and its perfectly timed with Portland being in Winnipeg yesterday and Seattle also on their east… https://t.co/0lsfC1ijd9,0,Twitter for Android,
Yve,3014763971,"Portland, OR",2023-01-09 21:30:12,Look who we ran into in Seattle! A rare constellation sighting during the day! @procyonir https://t.co/snGKX1rkDe,2,Twitter for Android,
Tiffany McKinnon,1405552285577474051,"Clackamas, OR",2023-01-09 21:28:51,"@radekkerbonk12 @JeffMarek Portland drafted Lucius in the 4th round in 2018.  I believe Seattle traded for Lambert, but not positive.",0,Twitter Web App,
Girls Inc. of the Pacific Northwest,36407719,"Portland, OR",2023-01-09 21:27:01,GIPNW is seeking Lead Program Facilitators for our Seattle and Portland locations. This position is perfect for som… https://t.co/b8C3f89B8J,1,Buffer,
Rational in Portland,1420648107801407494,"Portland, OR",2023-01-09 21:15:31,💯 please support @choeshow - the only video journalist shining a light on the Seattle homelessness crisis at… https://t.co/4UkqtaJ4di,0,Twitter for iPhone,
⌬ acco ⌬,1129848378936971267,pdx,2023-01-09 21:07:46,@pupOnSecurity @vibesnakes portland or Seattle probably,0,Twitter for Android,
Kurt Pohs,606976736,Portland,2023-01-09 21:07:17,"Huge implications for the US division. Seattle gets even richer from their summer trade for Lambert's rights, and P… https://t.co/kruRaShIqT",0,Twitter for Android,
Aaron J. Fentress,161568195,"Portland, Oregon",2023-01-09 20:56:58,"Chicago Bears send No. 1 overall pick to the Seattle Seahawks for No. 5 and No. 20. 

Who says no?",5,Twitter for iPhone,
Sports Collectors Overlord,1218651432150110208,"Portland, OR",2023-01-09 20:50:04,"Where: eBay
Price: US: $9
Who: @CardboardRooki #tradingcards @allsc_ol @Junkwax_ol @alltc_ol @cardsrlife_ol
What: 2… https://t.co/RsqsNl1xtl",5,Twittimer,
Bryan Hughes,185895671,"Portland, Or",2023-01-09 20:19:10,Went to Seattle for the first time few months back to see the mariners. https://t.co/94H6p0MhOE,0,Twitter for iPhone,
Badd Company,868673067223887872,"Portland, OR",2023-01-09 20:16:03,"Seattle Public School system is Suing META, Youtube, and TikTok!
https://t.co/c8vZXbEiED",116,Twitter Web App,
Ripley LaCross,16446928,"Portland, OR",2023-01-09 20:15:17,"No, seriously, Seattle. Plz stop. I want to go home.",0,Twitter for Android,
Sports Collectors Overlord,1218651432150110208,"Portland, OR",2023-01-09 19:50:09,"Where: eBay
Price: US: $25
Who: @wotansson #tradingcards @allsc_ol @Junkwax_ol @alltc_ol @cardsrlife_ol
What: 1991… https://t.co/Tp6TZPYZiV",6,Twittimer,
Brian Sheridan,547882415,"Portland, OR",2023-01-09 19:46:26,"Today's winner of Most Ironic Headline:

https://t.co/eRYB0PjAhr

#notactuallychristian #Church #wwjd",0,Twitter Web App,
NurvAgent,184523985,Portland,2023-01-09 19:38:14,"@JeffBull5 Dwyer got under our skin in a bad way. Can you imagine if we aim him at seattle and SKC, how bad he will… https://t.co/IHQv24aeKw",0,Twitter Web App,
⌬ acco ⌬,1129848378936971267,pdx,2023-01-09 19:33:20,"@puzzlebark I can introduce u to some ppl and get u some events, I go up to Seattle for stuff a good amount ^^",0,Twitter for Android,
Zoe Baillargeon,3826138595,"Portland, OR",2023-01-09 19:27:22,@ACNewman @WildPinkNYC Hope you can add a Portland or Seattle show!!,0,Twitter Web App,
eyelids (@musicofEYELIDS on all other socials too),1126262821,"portland, oregon",2023-01-09 19:20:37,@EndsBlack I’ll wear my bootleg Devo sweatshirt in Seattle for a meeting of devolution with us all,0,Twitter for iPhone,
HD Wags💯,1327161132004438016,"Portland, OR",2023-01-09 19:13:09,@AKGrandmasterB Right. Yeah. Running into the kicker was like a turnover. And I honestly would be excited to see DE… https://t.co/EwFwNWmEd4,0,Twitter Web App,
Emily Wallace,1105375997682081792,"Vancouver, WA",2023-01-09 19:12:46,@cal_gif @finneas i thought of you instantly when i saw this. i was in line waiting for your show in seattle when y… https://t.co/R4SubzLVct,0,Twitter for iPhone,
Sean Darst,1586028771010048001,"Vancouver, WA",2023-01-09 19:10:17,@komonews Been to seattle because they know it’s filled with junkies and criminals,0,Twitter for iPhone,
Smelli,1454146781541924867,"Portland, OR",2023-01-09 19:07:38,@blangblanglang @sirnai_ I was living in Seattle and after that moment  my neighbors we’re all in their respective backyards just screaming.,0,Twitter for iPhone,
Portland Pilots Baseball,244245083,"Portland, OR",2023-01-09 18:12:29,"Get to know the Pilots!

Ethan Loveless 

Hometown: Olympia, Washington
Major: History
Position: OF
Nickname: Lovey… https://t.co/A5iGnbY0ZO",2,Twitter for iPhone,
OregonPinkRose (he/him),64863129,"Portland, OR",2023-01-09 18:09:44,Hey #DnD people! Was there a time when WOTC and Games Workshop shared retail space? My wife seems to remember that… https://t.co/zZqAEyfdbg,0,Twitter for Android,
DougFirLounge,60475056,"Portland, Oregon",2023-01-09 18:02:21,"March 9th, we welcome back garage country greats Jenny Don't &amp; The Spurs performing live with Laith &amp; The Texas Bir… https://t.co/ciu1aj4Nvn",0,LaterMedia,
KATU News,17994536,"Portland, Oregon",2023-01-09 18:00:01,"The variant first made its way through the Northeast and has now entered the Pacific Northwest, experts said.

https://t.co/lVZQBQYNRe",7,TweetDeck,
We're Doomed,2189570197,Portland,2023-01-09 17:25:48,@st33lspike @BenAnderson58 @djbozyk I may go to both Seattle and Vegas.,0,Twitter for Android,
Beau Baxter Rosser (he/him) 🍓,15524283,"Portland, OR",2023-01-09 17:12:50,"@ORprowrestling Oh nooooo, coaches are gonna get eaten alive tonight. (But also, LOVED all the DOA/Defy/OPWS in the… https://t.co/QdojhrObt8",0,Twitter for Mac,
Lynn Schore,1473399438739603459,"Portland, OR",2023-01-09 17:10:58,Please support #StopTheSweeps in #Seattle by donating if you are able. Thank you. https://t.co/7JHOvUzePc,1,Twitter for Android,
Lynn Schore,1473399438739603459,"Portland, OR",2023-01-09 17:08:22,"State of #Washington ⚠️ 📢 

#Homeless sweeps coming this week:
#Ballard
#BitterLake
#IntDistrict 
#SoDo… https://t.co/wLdCQHfmdj",1,Twitter for Android,
Gwythaints (FKA The Breaking),2230962312,"Portland, OR",2023-01-09 17:05:40,This guitar god @SkyeWardenOne joins us again at @holocene on Jan 19 for our big LP release show! Help us celebrate… https://t.co/6ZkPbrXYc8,0,LaterMedia,
Ripley LaCross,16446928,"Portland, OR",2023-01-09 16:56:50,Seattle apparently wants to keep me.,0,Twitter for Android,
Heidi Briones,1229178642674020352,"Portland, OR",2023-01-09 16:52:46,@based_seattle Sadly most of them are talked into this stuff when they’re young and impressionable. For the grown w… https://t.co/B8ko3Gb9FH,0,Twitter for iPhone,
Scott Kinmartin,18640544,"Portland, OR",2023-01-09 16:32:31,"@TheBillsGuys Seattle has an extra first rounder, lol. Too bad Pete Carroll wasn’t more self-aware that he’s 71 yea… https://t.co/PAFTfT6dsb",0,Twitter for iPhone,
KGW News,14185814,"Portland, Oregon",2023-01-09 16:21:02,"Seattle Public Schools sue TikTok, Meta for youth mental health crisis https://t.co/GwToaOFVci",0,SocialNewsDesk,
Teach 🏴🏳️‍🌈,1561752932957110277,"Portland, OR",2023-01-09 16:15:26,Good for Seattle. https://t.co/zRaf3f0X07,0,Twitter for iPhone,
Gwendolyn Lynch CPA,1713818366,"Portland , Oregon",2023-01-09 16:00:26,"@seattle_tax I was looking at that in the summer, but from I researched, it couldn't blur sensitive info out. Has it changed?",0,Twitter for Android,
Dedi - married man meta 🐝🇲🇽,248098650,"Portland, OR",2023-01-09 15:58:25,@HololiveMemes Oh and after some time here maybe Portland or Seattle,0,Twitter for Android,
Justin Leise,633427067,"Beaverton, OR",2023-01-09 15:56:14,@thetuscangrill @NFL @Lions It doesn’t matter if they won more than a division winner… idk why TB is even being bro… https://t.co/q0pmPQQRX2,0,Twitter for iPhone,
Rip City Beaver,767560680824201217,"Portland, OR",2023-01-09 15:43:58,More #AEW action from Seattle. #AEWDarkElevation https://t.co/SoeVGLiVU6,0,Twitter for iPhone,
Rip City Beaver,767560680824201217,"Portland, OR",2023-01-09 15:42:56,Tune into #AEWDarkElevation from Seattle to see @DanhausenAD as Fat Homer. https://t.co/lgVCvP9FGF https://t.co/XjAwlJjVi3,0,Twitter for iPhone,
Peter Koonce,18156537,"Portland, OR",2023-01-09 15:34:57,The great @dongho_chang presenting on quick action safety improvements using 🚦in Seattle &amp; elsewhere across  Washin… https://t.co/qsrgzU0rSG,0,Twitter for iPhone,
Rational in Portland,1420648107801407494,"Portland, OR",2023-01-09 15:16:59,💯 This lax drug culture is leading to ODs on the street- at least 4 ODs in Seattle a week according to Seattle poli… https://t.co/GhgABdDy5f,1,Twitter for iPhone,
Rip City Beaver,767560680824201217,"Portland, OR",2023-01-09 15:15:39,"Live on tape from Seattle from before and after #AEWDynamite, it’s #AEWDarkElevation. Some good on this one. https://t.co/lgVCvP9FGF",1,Twitter for iPhone,
Rational in Portland,1420648107801407494,"Portland, OR",2023-01-09 15:10:12,To hear @choeshow ‘s episode about what it’s like for him to cover the humanitarian crisis of homelessness in Seatt… https://t.co/xJSM8wcU8d,0,Twitter for iPhone,
Rational in Portland,1420648107801407494,"Portland, OR",2023-01-09 15:06:51,@Cleo_Petricek and @MattMackowiak got the Austin camping ban reinstated to get people off the streets and connected… https://t.co/iGZjACkIZ4,1,Twitter for iPhone,
Lynn Schore,1473399438739603459,"Portland, OR",2023-01-09 15:02:04,"#Seattle &amp; #Portland taking 
red, blue &amp; orange pills:
💊 💊 💊 💊 💊 
#Gentrification, #landbastards, #houselessness,… https://t.co/JYyRszjCyx",0,Twitter for Android,
Mich,1462650936921243649,"Portland, OR",2023-01-09 14:42:51,"@RossJacksonNOLA My first trip to the dome versus Seattle. Taysom put on a show that day with a TD pass, 3 rushing… https://t.co/IWGL2EMW7J",0,Twitter for iPad,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-09 14:35:32,@espn Seattle Is winning the Super Bowl,0,Twitter for iPhone,
T🌻,1208557920293511170,"Portland, OR",2023-01-09 14:30:40,"@KATUNews “Twitter forced to vacate Seattle offices in one of the most expensive evictions in history, after new ow… https://t.co/aOleaFyfdD",0,Twitter for iPhone,
jeff ellis,21447916,PDX,2023-01-09 14:12:54,@adityasood May the Sports Gods smile on Seattle and allow it to happen again!,0,Twitter for iPhone,
ashley adams,2366479009,"Vancouver, WA",2023-01-09 12:47:36,I want Geno to finish his career in Seattle. Use that Denver pick for another weapon not a Qb.,0,Twitter for Android,
Turner Young,1426866086322917378,"Portland, OR",2023-01-09 10:19:54,@CFBLive247_ @elijah_rushing @JaxsonJones80 @Danieljonesjr80 @elijah_rushing @JaxsonJones80 winners win on and off… https://t.co/G7HcEreTdb,0,Twitter for iPhone,
Rational in Portland,1420648107801407494,"Portland, OR",2023-01-09 08:59:57,"@pencheno @choeshow Thanks and interesting. Where was the skid row? 
Point is- in many (most?) cities I’ve been to,… https://t.co/qSKF1xq2iK",0,Twitter for iPhone,
dh 🇰🇷,1512539687654625281,"Lake Oswego, OR",2023-01-09 08:24:27,"LOL... he doesn't think I have the 'guts.'

I'm in Seattle quite often. I'll absolutely reach out when I'm there. https://t.co/EMCp8FQV8s",0,Twitter for Android,
Rational in Portland,1420648107801407494,"Portland, OR",2023-01-09 08:22:31,This is exactly why @weheartseattle and @ShellenbergerMD formed this coalition. Grateful to @choeshow for showing u… https://t.co/fl5SDnNvjN,3,Twitter for iPhone,
dh 🇰🇷,1512539687654625281,"Lake Oswego, OR",2023-01-09 08:19:05,@rationalinpdx @choeshow You need to flat out quit lying. That's just one block of Seattle. It's not the entire cit… https://t.co/8hVqoZN302,0,Twitter for Android,
Rational in Portland,1420648107801407494,"Portland, OR",2023-01-09 08:15:28,If you value @choeshow - the only person doing video reporting *within* the homeless crisis in Seattle - donate her… https://t.co/hVUsFV2be0,2,Twitter for iPhone,
Penny Chenoweth🇺🇸,817093302331666432," Portland, OR",2023-01-09 08:12:12,"@rationalinpdx @choeshow Seattle doesn’t have a skid row is an hilarious comment, if you were taught eons ago in Se… https://t.co/QMwzEx4hk5",0,Twitter for iPad,
Ricky Tan,1191941835683446785,"Portland, OR",2023-01-09 08:08:15,Seattle replaced their arguably best player on offense &amp; defense and still made the playoffs that’s crazy https://t.co/wyUC8EdBT1,0,Twitter for iPhone,
Rational in Portland,1420648107801407494,"Portland, OR",2023-01-09 07:53:47,"Did everyone catch the part at :45 where @choeshow saved me? 

That woman is someone’s daughter and doesn’t deserve… https://t.co/Hn0uRCZ0UV",2,Twitter for iPhone,
Rational in Portland,1420648107801407494,"Portland, OR",2023-01-09 07:33:11,@choeshow took me @lwoodhouse @Twolfrecovery @grantadenton &amp; other members of the @ShellenbergerMD /… https://t.co/nrOQcnrkI3,0,Twitter for iPhone,
josh 🔥🌲💨,604492071,"Portland, OR",2023-01-09 06:53:47,Not a bad weekend for Seattle sports! @SeattleKraken @Seahawks there’s magic in the air in the emerald city 💚💙… https://t.co/dBFw42OXAW,0,Twitter for iPhone,
H7M 😤,1392460955376750596,"Portland, OR",2023-01-09 06:30:08,Bobby wanted this one in Seattle so bad tough way to end the year 😢,0,Twitter for iPhone,
Sam,878407667567513600,"Portland, OR",2023-01-09 06:20:47,"@aliciaherself Oh yeah, also woke up at 5:30 Saturday because I had to be in Seattle for a work event at 9:00, so i… https://t.co/eWXI2RJxyc",0,Twitter Web App,
Ron Lincoln,35800072,"Portland, OR",2023-01-09 06:07:36,@cupofcarliejo Let me guess. Seattle and Detroit Moneyline?,0,Twitter for Android,
KATU News,17994536,"Portland, Oregon",2023-01-09 06:00:30,"Twitter is closing its Seattle office after the company stopped paying millions of dollars in rent and services.

https://t.co/YHv6T0JRBD",27,TweetDeck,
Rational in Portland,1420648107801407494,"Portland, OR",2023-01-09 05:49:47,Truly a hellscape that no human being should be living in or around. The human decay and despair is heartbreaking.… https://t.co/wgucarRfkC,0,Twitter for iPhone,
brooklyn,1099814063851237376,"Portland, OR",2023-01-09 05:40:43,I still cannot wait to go to Seattle this summer to have the ultimate girls weekend of seeing Barbie premiere on ni… https://t.co/hXZsNrBTD0,0,Twitter for iPhone,
👻Frank Rodriguez 👻,44407599,PDX,2023-01-09 05:23:31,"Never fucking forget Faithful. This is where my hatred for Seattle started. 

#FTTB https://t.co/hLKnfdowl4",3,Twitter for iPhone,
Michael A Hanlon,2388428916,"Vancouver, WA",2023-01-09 05:17:53,@JDMorgan @richeisen @Seahawks @GenoSmith3 @PeteCarroll Huge fan man. But the Seahawks about to get stomped for a 3… https://t.co/hWZJetdEv0,0,Twitter for iPhone,
Justin Leise,633427067,"Beaverton, OR",2023-01-09 05:01:27,@cooked242 @BabyBambino0 @Kenneth_Walker9 @realdaved But not the same amount of playoff appearances… and Seattle also beat the Lions lol,0,Twitter for iPhone,
Jeff,119212573,"Portland, OR",2023-01-09 04:57:30,"You’re welcome, Seattle. #lions https://t.co/LX4CZyVvll",0,Twitter for iPhone,
Ginnie Paterson,141987936,"Portland, OR",2023-01-09 04:56:38,@49ers Pleeeeeease beat Seattle next week!!! #NinersFootball #NinersNation #49ersfaithful,0,Twitter for iPhone,
👻Frank Rodriguez 👻,44407599,PDX,2023-01-09 04:49:04,"Looks like it's fuck Seattle week part 3. 

#FTTB",0,Twitter for iPhone,
Ms-Blazers-SkinsFan,1457897549558288388,"Portland, OR",2023-01-09 04:42:27,@DCzWall Load up around Howell and if he fails we will have a high pick in 24.  FT and trade Payne to Seattle for Denver’s high 2nd.,0,Twitter for iPhone,
Justin Leise,633427067,"Beaverton, OR",2023-01-09 04:41:12,@unvxd_asian @NFL @Lions How would what I said mean I’m a Packers fan? Clearly I’m a Seattle fan lol,0,Twitter for iPhone,
skywaker9,15985291,"Portland, OR",2023-01-09 04:40:39,"It's on @TSBPod @BennyL1986 Saturday, January 14

NFC:   4:30 PM (ET)                7 Seattle at 2 San Francisco (FOX, FOX Deportes)",0,Twitter for Android,
Justin Leise,633427067,"Beaverton, OR",2023-01-09 04:39:41,@K2xbet @StephenCurry377 @Seahawks And none of what happened today matters if Detroit beat Seattle when they played… https://t.co/lhZaqG8clI,0,Twitter for iPhone,
Aaron Ristau,3168318013,"Portland, OR",2023-01-09 04:38:50,"@BackAftaThis @bobstewart66 I mean, yeah, everyone thought seattle was gonna be bad and was pretty adamant about it… https://t.co/KG98H9M737",0,Twitter for iPhone,
RipCityPac,1423857548092837889,"Portland, OR",2023-01-09 04:38:03,@GenoSmith3 Please don’t leave Seattle your a icon here,0,Twitter for iPhone,
Justin Leise,633427067,"Beaverton, OR",2023-01-09 04:32:58,@manny2478 @StephenCurry377 @Seahawks There’s no “should have been us”. Both teams tied and Seattle had the tiebrea… https://t.co/jEJ8aNa0pM,0,Twitter for iPhone,
The Super Kupp/Beauchamp Collector,959764992290467840,"Vancouver, WA",2023-01-09 04:30:19,Lions were robbed by the refs in Seattle.,0,Twitter Web App,
Janice Waddell,183483379,"Vancouver, WA ",2023-01-09 04:29:29,The Seattle Seahawks have made the playoffs!  Thank you Detroit!,0,Twitter for Android,
KOIN News,18228178,"Portland, Oregon",2023-01-09 04:28:38,"Seahawks beat Rams, in playoffs as Lions beat Packers  https://t.co/CtpIbjy3UU",5,TweetDeck,
Justin Leise,633427067,"Beaverton, OR",2023-01-09 04:27:46,@StephenCurry377 @Seahawks Then why wasn’t it you? Losing to Seattle was probably a big reason,0,Twitter for iPhone,
Jacques Vincilione (ジャック ビンシリオン),23730399,"Portland, Oregon",2023-01-09 04:26:22,@PalletFllipper Seattle is. Detroit was eliminated before the game.,0,Twitter for iPhone,
Peter Hampton,308098792,"Portland, OR",2023-01-09 04:26:08,"Big ups to head coach Dan Campbell and the @Lions — 
Seattle @Seahawks to the playoffs.",0,Twitter for iPhone,
Justin Leise,633427067,"Beaverton, OR",2023-01-09 04:25:39,@Traeenthusiast1 @espn If only they beat Seattle,0,Twitter for iPhone,
Frosti Chops,966058770521468928,"Portland, OR",2023-01-09 04:25:32,@BrandonPerna Seattle appreciates it too https://t.co/QYSVTOB7Hb,0,Twitter for iPhone,
𓅓 Salmon Lover Boy 𓅓,1289459662622822402,"Portland, OR",2023-01-09 04:25:27,@JaredGoff16 you will never have to buy a meal or drink in Seattle for the rest of your life!!,0,Twitter for iPhone,
Shutter Wolf,2843689722,"Portland, Oregon",2023-01-09 04:25:12,"I think I'll find a place outside of Seattle for breakfast in the morning. Man, a ham and cheese on sliced bread is nearly $15.",0,Twitter for Android,
Tina Hannula,132580234,"Vancouver, WA",2023-01-09 04:24:13,Was in Vancouver and watch our Seahawks win. Drove to Seattle (FHCC appts tomorrow) and watched the last 15 minutes… https://t.co/a3QAH2PDSY,0,Twitter for iPhone,
regular smitty,1263891578139160580,PDX,2023-01-09 04:23:37,"All this horseshit with Seattle aside, finishing the regular season with a better record than the che*se h*ads feels güt",0,Twitter for iPhone,
Brian Clark ⭕️ The Circle Netflix,1146887227,"Portland, OR",2023-01-09 04:23:16,It’s a party in Seattle 🙌🔥 #SNF,0,Twitter for iPhone,
Craig,501301964,"Portland, OR",2023-01-09 04:22:42,"You’re welcome Seattle.

#Lions
#Seahawks",1,Twitter for iPhone,
T-money💲,3107782868,"Vancouver, WA",2023-01-09 04:22:41,LFG seattle to the playoffs,0,Twitter for iPhone,
Matt,1151866918749368324,Portland Oregon,2023-01-09 04:22:39,And Seattle makes the playoffs LOL,0,TweetDeck,
Kiera,1135907227,"Portland, OR",2023-01-09 04:22:02,@theebaddieb I have tickets for Seattle aha I wonder if it’s similar,0,Twitter Web App,
marcus vela,3250843135,"Vancouver, WA",2023-01-09 04:21:59,SEATTLE HERO JARED GOFF,0,Twitter for iPhone,
Jordon Crewse,339874463,"Beaverton, OR",2023-01-09 04:21:48,SEATTLE IS GOING TO THE PLAYOFFS!!!!!!! KICK ROCKS RODGERS!!!!!!!!!!!!!,0,Twitter for iPhone,
Trish Carey 🇺🇦,16107612,Portland,2023-01-09 04:20:07,"Someone shared: Twitter to shutdown Seattle office after not paying rent, report says https://t.co/2vMTxnXoQ4",0,Buffer,
blissfullychelle sees👼🏻's fly / { ×͜× },1030338419593867264,"Portland, OR",2023-01-09 04:12:18,@nursey921 @stylinarts I am and I am so excited! I will be there with two others and my mom! We should plan to meet up. Seattle too.,0,Twitter Web App,
Good vibes enjoyer,1104433853110743040,"Portland, OR",2023-01-09 04:08:49,I never want to see Baker Mayfield or the Seattle Seahawks ever again.,0,Twitter for iPhone,
Eddie K,82543652,"Portland, Oregon",2023-01-09 04:01:36,@Seahawks Jamaal Williams is Seattle's 13.,0,Twitter for Android,
skywaker9,15985291,"Portland, OR",2023-01-09 04:01:01,Well if the lions hold on Seattle plays them next year I think @BlazersBySagar,0,Twitter for Android,
Geno MVP,533262511,"Vancouver, WA",2023-01-09 03:55:00,Jarran Reed wants Seattle in the playoffs I guess,0,Twitter for Android,
Joe Simons,211376172,"Portland, OR",2023-01-09 03:54:40,"Out of Seattle, Detroit and Green Bay, you gotta believe the Niners are thrilled the Lions aren’t coming to town next week",0,Twitter for iPhone,
Steven Weldon,24010419,Portland,2023-01-09 03:45:50,"@DapperGamelord No way! As the Timbers army says, ACES. Any Club Except Seattle",0,Twitter for iPhone,
Chris Johnson,56473758,"Portland, OR",2023-01-09 03:43:07,"@DeionSanders @GenoSmith3 @Seahawks @NFL Total rock star, hope he stays in Seattle and continues the legacy. ✊🏼",1,Twitter for iPhone,
Phil Carson,120008774,"Vancouver, WA",2023-01-09 03:37:59,@redjayallday @oakland627 The refs guided Seattle into some good spots too.,0,Twitter for Android,
Rob Wilcox,115268409,"Portland, Oregon",2023-01-09 03:25:12,A class action firm brings a suit by the Seattle Public Schools against several social media firms under state nuis… https://t.co/wuGkV3THwg,0,Twitter Web App,
skywaker9,15985291,"Portland, OR",2023-01-09 03:09:03,Yeah they really rigged it in Seattle's favor @PoetAndrews @BlazersBySagar @Morgan_Dancer.  Smh idiots. https://t.co/IyYcXeU0Xb,0,Twitter for Android,
Kris,18704356,"Portland, OR",2023-01-09 02:34:53,@kiminoa_seattle I had a friend who was accused of shoplifting back in the day. They detained her and waited for th… https://t.co/WnwGsdj8TA,0,Twitter for Android,
Nova wishes for Peace,1445695012667199493,"Vancouver, WA",2023-01-09 02:23:34,@scotttopia @MichelleBienko2 @HappyStrix @libsoftiktok And you just start creating a web of people connected to bot… https://t.co/fpPJKsS0vs,0,Twitter for iPhone,
Joshua Critzer,254566794,"Portland, OR",2023-01-09 02:19:12,"Jumping way too far ahead, Portland would be underdogs on paper to both Seattle and Kamloops should the top three t… https://t.co/KiY7uUb95c",1,Twitter Web App,
Joshua Critzer,254566794,"Portland, OR",2023-01-09 02:16:49,"Should Chaz Lucius get sent back to juniors by the Winnipeg Jets, Portland will have acquired a signed 1st-round NH… https://t.co/ZmRq7UpL5D",1,Twitter Web App,
kevin duquette,18692238,"portland, or",2023-01-09 02:16:22,@mirandareinert i live in portland and visit seattle fwiw. and that’s v on purpose. don’t come to either ‘til the s… https://t.co/JYPANpBtDu,0,Twitter for iPhone,
Jeremy Kawika,52266366,"Vancouver, Washington",2023-01-09 02:05:05,Green Bay or Seattle will get San Francisco next week. Lovely. 😑,0,Twitter for Android,
Webfootwily,1568635544003039233,"Vancouver, WA",2023-01-09 01:52:04,"@Ryanders0n @danielrpopper Denver won’t be the only one.  My guess Arizona, Texans and whoever else fires a coach.… https://t.co/N7GHK2V2mN",0,Twitter for iPhone,
